index	file	K	budget	attack	selector	victim	method	run_name	estimate	walltime	command
156	cross_156_k1_sapa_b0_002_svgg13_avgg13_greedy.sh	1	0.002	sapa	VGG13BN	VGG13BN	greedy	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_K1_worst0.05_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=1 BUDGET=0.002 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
157	cross_157_k1_sapa_b0_002_sconvnet_aconvnet_dpp.sh	1	0.002	sapa	ConvNetBN	ConvNetBN	dpp	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_K1_worst0.05_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=1 BUDGET=0.002 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
158	cross_158_k1_sapa_b0_002_sconvnet_aresnet20_dpp.sh	1	0.002	sapa	ConvNetBN	ResNet20BN	dpp	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchConvNetBN_K1_worst0.05_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=1 BUDGET=0.002 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
159	cross_159_k1_sapa_b0_002_sconvnet_avgg13_dpp.sh	1	0.002	sapa	ConvNetBN	VGG13BN	dpp	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchConvNetBN_K1_worst0.05_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=1 BUDGET=0.002 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
160	cross_160_k1_sapa_b0_002_sresnet20_aconvnet_dpp.sh	1	0.002	sapa	ResNet20BN	ConvNetBN	dpp	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchResNet20BN_K1_worst0.05_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=1 BUDGET=0.002 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
161	cross_161_k1_sapa_b0_002_sresnet20_aresnet20_dpp.sh	1	0.002	sapa	ResNet20BN	ResNet20BN	dpp	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_K1_worst0.05_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=1 BUDGET=0.002 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
162	cross_162_k1_sapa_b0_002_sresnet20_avgg13_dpp.sh	1	0.002	sapa	ResNet20BN	VGG13BN	dpp	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchResNet20BN_K1_worst0.05_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=1 BUDGET=0.002 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
163	cross_163_k1_sapa_b0_002_svgg13_aconvnet_dpp.sh	1	0.002	sapa	VGG13BN	ConvNetBN	dpp	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchVGG13BN_K1_worst0.05_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=1 BUDGET=0.002 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
164	cross_164_k1_sapa_b0_002_svgg13_aresnet20_dpp.sh	1	0.002	sapa	VGG13BN	ResNet20BN	dpp	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchVGG13BN_K1_worst0.05_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=1 BUDGET=0.002 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
165	cross_165_k1_sapa_b0_002_svgg13_avgg13_dpp.sh	1	0.002	sapa	VGG13BN	VGG13BN	dpp	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_K1_worst0.05_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=1 BUDGET=0.002 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
166	cross_166_k3_sapa_b0_002_sconvnet_aconvnet_random.sh	3	0.002	sapa	ConvNetBN	ConvNetBN	random	CIFAR10_ConvNetBN_sapa_random_dog-bird_b0.002_eps8_seed42_K3_worst0.05_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ConvNetBN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
167	cross_167_k3_sapa_b0_002_sconvnet_aresnet20_random.sh	3	0.002	sapa	ConvNetBN	ResNet20BN	random	CIFAR10_ResNet20BN_sapa_random_dog-bird_b0.002_eps8_seed42_selarchConvNetBN_K3_worst0.05_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=3 BUDGET=0.002 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
168	cross_168_k3_sapa_b0_002_sconvnet_avgg13_random.sh	3	0.002	sapa	ConvNetBN	VGG13BN	random	CIFAR10_VGG13BN_sapa_random_dog-bird_b0.002_eps8_seed42_selarchConvNetBN_K3_worst0.05_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=3 BUDGET=0.002 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
169	cross_169_k3_sapa_b0_002_sresnet20_aconvnet_random.sh	3	0.002	sapa	ResNet20BN	ConvNetBN	random	CIFAR10_ConvNetBN_sapa_random_dog-bird_b0.002_eps8_seed42_selarchResNet20BN_K3_worst0.05_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
170	cross_170_k3_sapa_b0_002_sresnet20_aresnet20_random.sh	3	0.002	sapa	ResNet20BN	ResNet20BN	random	CIFAR10_ResNet20BN_sapa_random_dog-bird_b0.002_eps8_seed42_K3_worst0.05_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=3 BUDGET=0.002 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
171	cross_171_k3_sapa_b0_002_sresnet20_avgg13_random.sh	3	0.002	sapa	ResNet20BN	VGG13BN	random	CIFAR10_VGG13BN_sapa_random_dog-bird_b0.002_eps8_seed42_selarchResNet20BN_K3_worst0.05_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=3 BUDGET=0.002 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
172	cross_172_k3_sapa_b0_002_svgg13_aconvnet_random.sh	3	0.002	sapa	VGG13BN	ConvNetBN	random	CIFAR10_ConvNetBN_sapa_random_dog-bird_b0.002_eps8_seed42_selarchVGG13BN_K3_worst0.05_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
173	cross_173_k3_sapa_b0_002_svgg13_aresnet20_random.sh	3	0.002	sapa	VGG13BN	ResNet20BN	random	CIFAR10_ResNet20BN_sapa_random_dog-bird_b0.002_eps8_seed42_selarchVGG13BN_K3_worst0.05_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=3 BUDGET=0.002 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
174	cross_174_k3_sapa_b0_002_svgg13_avgg13_random.sh	3	0.002	sapa	VGG13BN	VGG13BN	random	CIFAR10_VGG13BN_sapa_random_dog-bird_b0.002_eps8_seed42_K3_worst0.05_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=3 BUDGET=0.002 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
175	cross_175_k3_sapa_b0_002_sconvnet_aconvnet_greedy.sh	3	0.002	sapa	ConvNetBN	ConvNetBN	greedy	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_K3_worst0.05_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
176	cross_176_k3_sapa_b0_002_sconvnet_aresnet20_greedy.sh	3	0.002	sapa	ConvNetBN	ResNet20BN	greedy	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchConvNetBN_K3_worst0.05_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=3 BUDGET=0.002 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
177	cross_177_k3_sapa_b0_002_sconvnet_avgg13_greedy.sh	3	0.002	sapa	ConvNetBN	VGG13BN	greedy	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchConvNetBN_K3_worst0.05_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=3 BUDGET=0.002 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
178	cross_178_k3_sapa_b0_002_sresnet20_aconvnet_greedy.sh	3	0.002	sapa	ResNet20BN	ConvNetBN	greedy	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchResNet20BN_K3_worst0.05_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
179	cross_179_k3_sapa_b0_002_sresnet20_aresnet20_greedy.sh	3	0.002	sapa	ResNet20BN	ResNet20BN	greedy	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_K3_worst0.05_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=3 BUDGET=0.002 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
180	cross_180_k3_sapa_b0_002_sresnet20_avgg13_greedy.sh	3	0.002	sapa	ResNet20BN	VGG13BN	greedy	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchResNet20BN_K3_worst0.05_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=3 BUDGET=0.002 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
181	cross_181_k3_sapa_b0_002_svgg13_aconvnet_greedy.sh	3	0.002	sapa	VGG13BN	ConvNetBN	greedy	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchVGG13BN_K3_worst0.05_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
182	cross_182_k3_sapa_b0_002_svgg13_aresnet20_greedy.sh	3	0.002	sapa	VGG13BN	ResNet20BN	greedy	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchVGG13BN_K3_worst0.05_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=3 BUDGET=0.002 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
183	cross_183_k3_sapa_b0_002_svgg13_avgg13_greedy.sh	3	0.002	sapa	VGG13BN	VGG13BN	greedy	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_K3_worst0.05_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=3 BUDGET=0.002 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
184	cross_184_k3_sapa_b0_002_sconvnet_aconvnet_dpp.sh	3	0.002	sapa	ConvNetBN	ConvNetBN	dpp	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_K3_worst0.05_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
185	cross_185_k3_sapa_b0_002_sconvnet_aresnet20_dpp.sh	3	0.002	sapa	ConvNetBN	ResNet20BN	dpp	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchConvNetBN_K3_worst0.05_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=3 BUDGET=0.002 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
186	cross_186_k3_sapa_b0_002_sconvnet_avgg13_dpp.sh	3	0.002	sapa	ConvNetBN	VGG13BN	dpp	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchConvNetBN_K3_worst0.05_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=3 BUDGET=0.002 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
187	cross_187_k3_sapa_b0_002_sresnet20_aconvnet_dpp.sh	3	0.002	sapa	ResNet20BN	ConvNetBN	dpp	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchResNet20BN_K3_worst0.05_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
188	cross_188_k3_sapa_b0_002_sresnet20_aresnet20_dpp.sh	3	0.002	sapa	ResNet20BN	ResNet20BN	dpp	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_K3_worst0.05_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=3 BUDGET=0.002 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
189	cross_189_k3_sapa_b0_002_sresnet20_avgg13_dpp.sh	3	0.002	sapa	ResNet20BN	VGG13BN	dpp	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchResNet20BN_K3_worst0.05_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=3 BUDGET=0.002 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
190	cross_190_k3_sapa_b0_002_svgg13_aconvnet_dpp.sh	3	0.002	sapa	VGG13BN	ConvNetBN	dpp	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchVGG13BN_K3_worst0.05_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
191	cross_191_k3_sapa_b0_002_svgg13_aresnet20_dpp.sh	3	0.002	sapa	VGG13BN	ResNet20BN	dpp	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchVGG13BN_K3_worst0.05_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=3 BUDGET=0.002 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
192	cross_192_k3_sapa_b0_002_svgg13_avgg13_dpp.sh	3	0.002	sapa	VGG13BN	VGG13BN	dpp	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_K3_worst0.05_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=3 BUDGET=0.002 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
193	cross_193_k20_sapa_b0_002_sconvnet_aresnet20_random.sh	20	0.002	sapa	ConvNetBN	ResNet20BN	random	CIFAR10_ResNet20BN_sapa_random_dog-bird_b0.002_eps8_seed42_selarchConvNetBN_worst0.05_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=20 BUDGET=0.002 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
194	cross_194_k20_sapa_b0_002_sconvnet_avgg13_random.sh	20	0.002	sapa	ConvNetBN	VGG13BN	random	CIFAR10_VGG13BN_sapa_random_dog-bird_b0.002_eps8_seed42_selarchConvNetBN_worst0.05_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=20 BUDGET=0.002 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
195	cross_195_k20_sapa_b0_002_sresnet20_aconvnet_random.sh	20	0.002	sapa	ResNet20BN	ConvNetBN	random	CIFAR10_ConvNetBN_sapa_random_dog-bird_b0.002_eps8_seed42_selarchResNet20BN_worst0.05_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=20 BUDGET=0.002 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
196	cross_196_k20_sapa_b0_002_sresnet20_avgg13_random.sh	20	0.002	sapa	ResNet20BN	VGG13BN	random	CIFAR10_VGG13BN_sapa_random_dog-bird_b0.002_eps8_seed42_selarchResNet20BN_worst0.05_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=20 BUDGET=0.002 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
197	cross_197_k20_sapa_b0_002_svgg13_aconvnet_random.sh	20	0.002	sapa	VGG13BN	ConvNetBN	random	CIFAR10_ConvNetBN_sapa_random_dog-bird_b0.002_eps8_seed42_selarchVGG13BN_worst0.05_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=20 BUDGET=0.002 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
198	cross_198_k20_sapa_b0_002_svgg13_aresnet20_random.sh	20	0.002	sapa	VGG13BN	ResNet20BN	random	CIFAR10_ResNet20BN_sapa_random_dog-bird_b0.002_eps8_seed42_selarchVGG13BN_worst0.05_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=20 BUDGET=0.002 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
199	cross_199_k20_sapa_b0_002_sconvnet_aresnet20_greedy.sh	20	0.002	sapa	ConvNetBN	ResNet20BN	greedy	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchConvNetBN_worst0.05_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=20 BUDGET=0.002 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
200	cross_200_k20_sapa_b0_002_sconvnet_avgg13_greedy.sh	20	0.002	sapa	ConvNetBN	VGG13BN	greedy	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchConvNetBN_worst0.05_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=20 BUDGET=0.002 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
201	cross_201_k20_sapa_b0_002_sresnet20_aconvnet_greedy.sh	20	0.002	sapa	ResNet20BN	ConvNetBN	greedy	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchResNet20BN_worst0.05_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=20 BUDGET=0.002 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
202	cross_202_k20_sapa_b0_002_sresnet20_avgg13_greedy.sh	20	0.002	sapa	ResNet20BN	VGG13BN	greedy	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchResNet20BN_worst0.05_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=20 BUDGET=0.002 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
203	cross_203_k20_sapa_b0_002_svgg13_aconvnet_greedy.sh	20	0.002	sapa	VGG13BN	ConvNetBN	greedy	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchVGG13BN_worst0.05_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=20 BUDGET=0.002 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
204	cross_204_k20_sapa_b0_002_svgg13_aresnet20_greedy.sh	20	0.002	sapa	VGG13BN	ResNet20BN	greedy	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchVGG13BN_worst0.05_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=20 BUDGET=0.002 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
205	cross_205_k20_sapa_b0_002_sconvnet_aresnet20_dpp.sh	20	0.002	sapa	ConvNetBN	ResNet20BN	dpp	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchConvNetBN_worst0.05_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=20 BUDGET=0.002 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
206	cross_206_k20_sapa_b0_002_sconvnet_avgg13_dpp.sh	20	0.002	sapa	ConvNetBN	VGG13BN	dpp	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchConvNetBN_worst0.05_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=20 BUDGET=0.002 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
